brand,brand_short,product,product_short,hex,H,S,V,L,group,shade,red,green,blue
Lancôme,lc,Teint Idole,ti,"(221, 168, 118)",29,0.47,0.87,73,4,360 Bisque,221,168,118
Lancôme,lc,Teint Idole,ti,"(227, 159, 114)",24,0.5,0.89,72,4,370 Bisque,227,159,114
Lancôme,lc,Teint Idole,ti,"(207, 145, 98)",26,0.53,0.81,66,4,380 Bisque,207,145,98
Lancôme,lc,Teint Idole,ti,"(224, 161, 107)",28,0.52,0.88,72,4,390 Bisque,224,161,107
Lancôme,lc,Teint Idole,ti,"(208, 151, 93)",30,0.55,0.82,67,4,410 Bisque,208,151,93
Lancôme,lc,Teint Idole,ti,"(210, 158, 109)",29,0.48,0.82,69,4,415 Bisque,210,158,109
Lancôme,lc,Teint Idole,ti,"(201, 146, 94)",29,0.53,0.79,65,4,420 Bisque,201,146,94
Lancôme,lc,Teint Idole,ti,"(206, 140, 92)",25,0.55,0.81,64,4,425 Bisque,206,140,92
Lancôme,lc,Teint Idole,ti,"(187, 126, 68)",29,0.64,0.73,58,4,430 Bisque,187,126,68
Lancôme,lc,Teint Idole,ti,"(206, 145, 99)",26,0.52,0.81,66,4,435 Bisque,206,145,99
Lancôme,lc,Teint Idole,ti,"(189, 127, 86)",24,0.54,0.74,59,4,450 Suede,189,127,86
Lancôme,lc,Teint Idole,ti,"(147, 84, 39)",25,0.73,0.58,43,4,460 Suede,147,84,39
Lancôme,lc,Teint Idole,ti,"(188, 124, 86)",22,0.54,0.74,58,4,465 Suede,188,124,86
Lancôme,lc,Teint Idole,ti,"(170, 105, 65)",23,0.62,0.67,51,4,470 Suede,170,105,65
Lancôme,lc,Teint Idole,ti,"(155, 94, 65)",19,0.58,0.61,46,4,500 Suede,155,94,65
Lancôme,lc,Teint Idole,ti,"(138, 77, 48)",19,0.65,0.54,40,4,510 Suede,138,77,48
Lancôme,lc,Teint Idole,ti,"(123, 60, 17)",24,0.86,0.48,33,4,520 Suede,123,60,17
Lancôme,lc,Teint Idole,ti,"(112, 62, 35)",21,0.69,0.44,32,4,530 Suede,112,62,35
Lancôme,lc,Teint Idole,ti,"(80, 39, 22)",18,0.73,0.31,21,4,540 Suede,80,39,22
Lancôme,lc,Teint Idole,ti,"(124, 63, 44)",14,0.65,0.49,34,4,555 Suede,124,63,44
Lancôme,lc,Teint Idole,ti,"(57, 27, 17)",15,0.7,0.22,14,4,560 Suede,57,27,17
MAC,ma,Studio Fix,sff,"(216, 181, 147)",30,0.32,0.85,76,4,NC10,216,181,147
MAC,ma,Studio Fix,sff,"(251, 190, 145)",25,0.42,0.98,82,4,NC10,251,190,145
MAC,ma,Studio Fix,sff,"(210, 174, 136)",31,0.35,0.82,74,4,NC15,210,174,136
MAC,ma,Studio Fix,sff,"(208, 168, 127)",30,0.39,0.82,72,4,NC20,208,168,127
MAC,ma,Studio Fix,sff,"(215, 144, 81)",28,0.62,0.84,66,4,NC25,215,144,81
MAC,ma,Studio Fix,sff,"(255, 219, 194)",25,0.24,1,90,4,N4,255,219,194
MAC,ma,Studio Fix,sff,"(255, 201, 169)",22,0.34,1,85,4,NW10,255,201,169
MAC,ma,Studio Fix,sff,"(255, 215, 180)",28,0.29,1,89,4,NW13,255,215,180
MAC,ma,Studio Fix,sff,"(223, 199, 168)",34,0.25,0.87,82,4,NW15,223,199,168
MAC,ma,Studio Fix,sff,"(218, 188, 150)",34,0.31,0.85,78,4,NW18,218,188,150
MAC,ma,Studio Fix,sff,"(217, 184, 143)",33,0.34,0.85,77,4,C3.5,217,184,143
MAC,ma,Studio Fix,sff,"(212, 181, 136)",36,0.36,0.83,76,4,NC30,212,181,136
MAC,ma,Studio Fix,sff,"(208, 174, 132)",33,0.37,0.82,73,4,N5,208,174,132
MAC,ma,Studio Fix,sff,"(211, 177, 138)",32,0.35,0.83,75,4,NW20,211,177,138
MAC,ma,Studio Fix,sff,"(209, 172, 127)",33,0.39,0.82,73,4,NW22,209,172,127
MAC,ma,Studio Fix,sff,"(208, 169, 123)",32,0.41,0.82,72,4,NW25,208,169,123
MAC,ma,Studio Fix,sff,"(201, 161, 119)",31,0.41,0.79,69,4,C5,201,161,119
MAC,ma,Studio Fix,sff,"(197, 152, 109)",29,0.45,0.77,66,4,NC35,197,152,109
MAC,ma,Studio Fix,sff,"(213, 132, 75)",25,0.65,0.84,63,4,NC37,213,132,75
MAC,ma,Studio Fix,sff,"(219, 134, 77)",24,0.65,0.86,64,4,NC40,219,134,77
MAC,ma,Studio Fix,sff,"(181, 133, 90)",28,0.5,0.71,60,4,NC42,181,133,90
MAC,ma,Studio Fix,sff,"(179, 132, 86)",30,0.52,0.7,59,4,NC30,179,132,86
MAC,ma,Studio Fix,sff,"(229, 209, 190)",29,0.17,0.9,85,4,NC33,229,209,190
MAC,ma,Studio Fix,sff,"(224, 200, 174)",31,0.22,0.88,82,4,NC35,224,200,174
MAC,ma,Studio Fix,sff,"(224, 193, 162)",30,0.28,0.88,80,4,C8,224,193,162
MAC,ma,Studio Fix,sff,"(220, 188, 162)",27,0.26,0.86,79,4,NC44,220,188,162
MAC,ma,Studio Fix,sff,"(219, 188, 159)",29,0.27,0.86,78,4,NW40,219,188,159
MAC,ma,Studio Fix,sff,"(217, 178, 141)",29,0.35,0.85,75,4,NW43,217,178,141
MAC,ma,Studio Fix,sff,"(213, 178, 147)",28,0.31,0.84,75,4,NW44,213,178,147
MAC,ma,Studio Fix,sff,"(213, 173, 137)",28,0.36,0.84,74,4,NW45,213,173,137
MAC,ma,Studio Fix,sff,"(209, 168, 138)",25,0.34,0.82,72,4,NC45,209,168,138
MAC,ma,Studio Fix,sff,"(207, 166, 125)",30,0.4,0.81,71,4,C4,207,166,125
MAC,ma,Studio Fix,sff,"(203, 162, 117)",31,0.42,0.8,70,4,NC46,203,162,117
MAC,ma,Studio Fix,sff,"(195, 147, 104)",28,0.47,0.76,65,4,NW46,195,147,104
MAC,ma,Studio Fix,sff,"(178, 128, 80)",29,0.55,0.7,58,4,NW47,178,128,80
MAC,ma,Studio Fix,sff,"(185, 133, 90)",27,0.51,0.73,60,4,NW48,185,133,90
MAC,ma,Studio Fix,sff,"(178, 121, 73)",27,0.59,0.7,56,4,NW50,178,121,73
MAC,ma,Studio Fix,sff,"(174, 122, 80)",27,0.54,0.68,56,4,NC47,174,122,80
MAC,ma,Studio Fix,sff,"(167, 114, 70)",27,0.58,0.65,53,4,NC50,167,114,70
MAC,ma,Studio Fix,sff,"(160, 113, 77)",26,0.52,0.63,52,4,NC55,160,113,77
MAC,ma,Studio Fix,sff,"(169, 115, 78)",24,0.54,0.66,54,4,NC60,169,115,78
MAC,ma,Studio Fix,sff,"(114, 74, 50)",23,0.56,0.45,36,4,NW55,114,74,50
Bobbi Brown,br,Skin Long-Wear,slw,"(245, 224, 200)",32,0.18,0.96,90,4,Alabaster,245,224,200
Bobbi Brown,br,Skin Long-Wear,slw,"(239, 207, 175)",30,0.27,0.94,85,4,Porcelain,239,207,175
Bobbi Brown,br,Skin Long-Wear,slw,"(232, 188, 164)",21,0.29,0.91,80,4,Warm Porcelain,232,188,164
Bobbi Brown,br,Skin Long-Wear,slw,"(229, 188, 146)",30,0.36,0.9,79,4,Ivory,229,188,146
Bobbi Brown,br,Skin Long-Wear,slw,"(222, 190, 151)",33,0.32,0.87,79,4,Warm Ivory,222,190,151
Bobbi Brown,br,Skin Long-Wear,slw,"(233, 201, 170)",30,0.27,0.91,83,4,Cool Ivory,233,201,170
Bobbi Brown,br,Skin Long-Wear,slw,"(234, 196, 159)",30,0.32,0.92,82,4,Cool Sand,234,196,159
Bobbi Brown,br,Skin Long-Wear,slw,"(236, 195, 161)",27,0.32,0.93,82,4,Sand,236,195,161
Bobbi Brown,br,Skin Long-Wear,slw,"(226, 185, 150)",28,0.34,0.89,78,4,Warm Sand,226,185,150
Bobbi Brown,br,Skin Long-Wear,slw,"(210, 158, 123)",24,0.41,0.82,70,4,Beige,210,158,123
Bobbi Brown,br,Skin Long-Wear,slw,"(217, 167, 121)",29,0.44,0.85,72,4,Warm Beige,217,167,121
Bobbi Brown,br,Skin Long-Wear,slw,"(214, 160, 117)",27,0.45,0.84,70,4,Natural,214,160,117
Bobbi Brown,br,Skin Long-Wear,slw,"(211, 153, 111)",25,0.47,0.83,68,4,Natural Tan,211,153,111
Bobbi Brown,br,Skin Long-Wear,slw,"(215, 167, 112)",32,0.48,0.84,72,4,Golden Natural,215,167,112
Bobbi Brown,br,Skin Long-Wear,slw,"(202, 143, 99)",26,0.51,0.79,65,4,Warm Natural,202,143,99
Bobbi Brown,br,Skin Long-Wear,slw,"(210, 157, 113)",27,0.46,0.82,69,4,Cool Honey,210,157,113
Bobbi Brown,br,Skin Long-Wear,slw,"(208, 144, 89)",28,0.57,0.82,65,4,Honey,208,144,89
Bobbi Brown,br,Skin Long-Wear,slw,"(202, 148, 80)",33,0.6,0.79,66,4,Golden Honey,202,148,80
Bobbi Brown,br,Skin Long-Wear,slw,"(204, 147, 87)",31,0.57,0.8,66,4,Warm Honey,204,147,87
Bobbi Brown,br,Skin Long-Wear,slw,"(178, 124, 59)",33,0.67,0.7,57,4,Cool Golden,178,124,59
Bobbi Brown,br,Skin Long-Wear,slw,"(168, 104, 41)",30,0.76,0.66,50,4,Golden,168,104,41
Bobbi Brown,br,Skin Long-Wear,slw,"(184, 120, 64)",28,0.65,0.72,57,4,Golden Almond,184,120,64
Bobbi Brown,br,Skin Long-Wear,slw,"(154, 78, 40)",20,0.74,0.6,42,4,Warm Almond,154,78,40
Bobbi Brown,br,Skin Long-Wear,slw,"(129, 86, 47)",29,0.64,0.51,41,4,Cool Almond,129,86,47
Bobbi Brown,br,Skin Long-Wear,slw,"(170, 106, 47)",29,0.72,0.67,51,4,Almond,170,106,47
Bobbi Brown,br,Skin Long-Wear,slw,"(155, 81, 39)",22,0.75,0.61,43,4,Cool Walnut,155,81,39
Bobbi Brown,br,Skin Long-Wear,slw,"(126, 70, 45)",19,0.64,0.49,36,4,Warm Walnut,126,70,45
Bobbi Brown,br,Skin Long-Wear,slw,"(142, 73, 34)",22,0.76,0.56,39,4,Walnut,142,73,34
Bobbi Brown,br,Skin Long-Wear,slw,"(123, 40, 0)",20,1,0.48,29,4,Chestnut,123,40,0
Bobbi Brown,br,Skin Long-Wear,slw,"(98, 55, 38)",17,0.61,0.38,28,4,Espresso,98,55,38
Make Up For Ever,mu,Ultra HD,uhd,"(249, 227, 213)",23,0.14,0.98,92,1,Y205,249,227,213
Make Up For Ever,mu,Ultra HD,uhd,"(246, 210, 187)",23,0.24,0.96,87,1,R210,246,210,187
Make Up For Ever,mu,Ultra HD,uhd,"(249, 213, 195)",20,0.22,0.98,88,1,Y215,249,213,195
Make Up For Ever,mu,Ultra HD,uhd,"(247, 195, 179)",14,0.28,0.97,83,1,R220,247,195,179
Make Up For Ever,mu,Ultra HD,uhd,"(222, 204, 175)",37,0.21,0.87,83,1,Y225,222,204,175
Make Up For Ever,mu,Ultra HD,uhd,"(225, 194, 168)",27,0.25,0.88,81,1,R230,225,194,168
Make Up For Ever,mu,Ultra HD,uhd,"(239, 210, 184)",28,0.23,0.94,86,1,Y235,239,210,184
Make Up For Ever,mu,Ultra HD,uhd,"(247, 188, 183)",5,0.26,0.97,82,1,R240,247,188,183
Make Up For Ever,mu,Ultra HD,uhd,"(235, 202, 176)",26,0.25,0.92,84,1,Y245,235,202,176
Make Up For Ever,mu,Ultra HD,uhd,"(234, 193, 172)",20,0.26,0.92,81,1,R250,234,193,172
Make Up For Ever,mu,Ultra HD,uhd,"(232, 198, 163)",30,0.3,0.91,82,1,Y255,232,198,163
Make Up For Ever,mu,Ultra HD,uhd,"(242, 204, 183)",21,0.24,0.95,85,1,R260,242,204,183
Make Up For Ever,mu,Ultra HD,uhd,"(220, 167, 149)",15,0.32,0.86,73,1,R300,220,167,149
Make Up For Ever,mu,Ultra HD,uhd,"(228, 189, 156)",27,0.32,0.89,79,1,Y305,228,189,156
Make Up For Ever,mu,Ultra HD,uhd,"(218, 173, 144)",24,0.34,0.85,74,1,Y315,218,173,144
Make Up For Ever,mu,Ultra HD,uhd,"(216, 171, 139)",25,0.36,0.85,74,1,Y325,216,171,139
Make Up For Ever,mu,Ultra HD,uhd,"(221, 179, 149)",25,0.33,0.87,76,1,R330,221,179,149
Make Up For Ever,mu,Ultra HD,uhd,"(227, 179, 145)",25,0.36,0.89,77,1,Y335,227,179,145
Make Up For Ever,mu,Ultra HD,uhd,"(227, 178, 150)",22,0.34,0.89,77,1,Y345,227,178,150
Make Up For Ever,mu,Ultra HD,uhd,"(220, 181, 156)",23,0.29,0.86,77,1,Y355,220,181,156
Make Up For Ever,mu,Ultra HD,uhd,"(215, 158, 137)",16,0.36,0.84,70,1,R360,215,158,137
Make Up For Ever,mu,Ultra HD,uhd,"(217, 165, 134)",22,0.38,0.85,72,1,Y365,217,165,134
Make Up For Ever,mu,Ultra HD,uhd,"(209, 149, 120)",20,0.43,0.82,67,1,R370,209,149,120
Make Up For Ever,mu,Ultra HD,uhd,"(231, 179, 145)",24,0.37,0.91,77,1,R375,231,179,145
Make Up For Ever,mu,Ultra HD,uhd,"(212, 166, 137)",23,0.35,0.83,72,1,Y385,212,166,137
Make Up For Ever,mu,Ultra HD,uhd,"(214, 155, 129)",18,0.4,0.84,69,1,Y405,214,155,129
Make Up For Ever,mu,Ultra HD,uhd,"(213, 150, 130)",14,0.39,0.84,68,1,R410,213,150,130
Make Up For Ever,mu,Ultra HD,uhd,"(201, 153, 128)",21,0.36,0.79,67,1,Y415,201,153,128
Make Up For Ever,mu,Ultra HD,uhd,"(201, 133, 103)",18,0.49,0.79,62,1,R420,201,133,103
Make Up For Ever,mu,Ultra HD,uhd,"(199, 151, 123)",22,0.38,0.78,67,1,Y425,199,151,123
Make Up For Ever,mu,Ultra HD,uhd,"(190, 132, 112)",15,0.41,0.75,61,1,R430,190,132,112
Make Up For Ever,mu,Ultra HD,uhd,"(199, 133, 105)",18,0.47,0.78,62,1,Y435,199,133,105
Make Up For Ever,mu,Ultra HD,uhd,"(182, 128, 105)",18,0.42,0.71,59,1,Y445,182,128,105
Make Up For Ever,mu,Ultra HD,uhd,"(177, 120, 98)",17,0.45,0.69,56,1,Y455,177,120,98
Make Up For Ever,mu,Ultra HD,uhd,"(153, 103, 84)",17,0.45,0.6,49,1,Y505,153,103,84
Make Up For Ever,mu,Ultra HD,uhd,"(156, 98, 74)",18,0.53,0.61,48,1,R510,156,98,74
Make Up For Ever,mu,Ultra HD,uhd,"(142, 86, 66)",16,0.54,0.56,43,1,R520,142,86,66
Make Up For Ever,mu,Ultra HD,uhd,"(120, 74, 66)",9,0.45,0.47,37,1,R530,120,74,66
Make Up For Ever,mu,Ultra HD,uhd,"(137, 88, 82)",7,0.4,0.54,43,1,Y535,137,88,82
Make Up For Ever,mu,Ultra HD,uhd,"(100, 65, 54)",14,0.46,0.39,31,1,R540,100,65,54
Hegai and Ester,he,Photo Perfect,pp,"(246, 167, 98)",28,0.6,0.96,75,5,Wafer,246,167,98
Hegai and Ester,he,Photo Perfect,pp,"(215, 107, 76)",13,0.65,0.84,58,5,Butter,215,107,76
Hegai and Ester,he,Photo Perfect,pp,"(173, 84, 61)",12,0.65,0.68,47,5,Biscuit,173,84,61
Hegai and Ester,he,Photo Perfect,pp,"(200, 104, 53)",21,0.74,0.78,55,5,Mango,200,104,53
Hegai and Ester,he,Photo Perfect,pp,"(144, 65, 52)",8,0.64,0.56,38,5,Carrot,144,65,52
Hegai and Ester,he,Photo Perfect,pp,"(146, 82, 78)",4,0.47,0.57,43,5,Bronze,146,82,78
Hegai and Ester,he,Photo Perfect,pp,"(191, 107, 68)",19,0.64,0.75,55,5,Cookie,191,107,68
Hegai and Ester,he,Photo Perfect,pp,"(145, 88, 49)",24,0.66,0.57,43,5,Hot Choco,145,88,49
Hegai and Ester,he,Photo Perfect,pp,"(234, 137, 68)",25,0.71,0.92,67,5,Brownie,234,137,68
Hegai and Ester,he,Photo Perfect,pp,"(238, 187, 122)",34,0.49,0.93,80,5,Cocoa,238,187,122
House of Tara,ht,Oil Free,off,"(174, 119, 72)",28,0.59,0.68,55,5,TM 321,174,119,72
House of Tara,ht,Oil Free,off,"(182, 131, 88)",27,0.52,0.71,59,5,TM 322,182,131,88
House of Tara,ht,Oil Free,off,"(167, 117, 70)",29,0.58,0.65,54,5,TM 323,167,117,70
House of Tara,ht,Oil Free,off,"(163, 108, 59)",28,0.64,0.64,51,5,TM 324,163,108,59
House of Tara,ht,Oil Free,off,"(137, 86, 44)",27,0.68,0.54,42,5,TM 325,137,86,44
House of Tara,ht,Oil Free,off,"(154, 87, 44)",23,0.71,0.6,44,5,TM 326,154,87,44
House of Tara,ht,Oil Free,off,"(144, 77, 46)",19,0.68,0.56,41,5,TM 327,144,77,46
House of Tara,ht,Oil Free,off,"(120, 63, 35)",20,0.71,0.47,34,5,TM 328,120,63,35
House of Tara,ht,Oil Free,off,"(117, 57, 28)",20,0.76,0.46,32,5,TM 329,117,57,28
House of Tara,ht,Oil Free,off,"(96, 45, 24)",18,0.75,0.38,25,5,TM 330,96,45,24
House of Tara,ht,Oil Free,off,"(91, 39, 23)",14,0.75,0.36,23,5,TM 331,91,39,23
Trim & Prissy,tp,Flawless Finish,fff,"(226, 172, 124)",28,0.45,0.89,75,5,C-6,226,172,124
Trim & Prissy,tp,Flawless Finish,fff,"(177, 126, 79)",29,0.55,0.69,57,5,C-10,177,126,79
Trim & Prissy,tp,Flawless Finish,fff,"(140, 91, 61)",23,0.56,0.55,44,5,N-10,140,91,61
Trim & Prissy,tp,Flawless Finish,fff,"(176, 112, 77)",21,0.56,0.69,54,5,N-9,176,112,77
Trim & Prissy,tp,Flawless Finish,fff,"(216, 151, 87)",30,0.6,0.85,68,5,C-85,216,151,87
Trim & Prissy,tp,Flawless Finish,fff,"(196, 139, 88)",28,0.55,0.77,63,5,C-9,196,139,88
Trim & Prissy,tp,Hi - Def,hdf,"(252, 209, 167)",30,0.34,0.99,87,5,C-57,252,209,167
Trim & Prissy,tp,Hi - Def,hdf,"(226, 172, 124)",28,0.45,0.89,75,5,C-6,226,172,124
Trim & Prissy,tp,Hi - Def,hdf,"(177, 126, 81)",28,0.54,0.69,57,5,C-10,177,126,81
Trim & Prissy,tp,Hi - Def,hdf,"(157, 109, 73)",26,0.54,0.62,51,5,C-11,157,109,73
Trim & Prissy,tp,Hi - Def,hdf,"(176, 112, 77)",21,0.56,0.69,54,5,N-95,176,112,77
Trim & Prissy,tp,Hi - Def,hdf,"(140, 91, 61)",23,0.56,0.55,44,5,N-10,140,91,61
Trim & Prissy,tp,Hi - Def,hdf,"(121, 83, 64)",20,0.47,0.47,39,5,N-11,121,83,64
RMK,rmk,RMK Liquid,lf,"(252, 219, 168)",36,0.33,0.99,89,6,101,252,219,168
RMK,rmk,RMK Liquid,lf,"(251, 208, 153)",34,0.39,0.98,86,6,102,251,208,153
RMK,rmk,RMK Liquid,lf,"(247, 190, 135)",29,0.45,0.97,81,6,103,247,190,135
RMK,rmk,RMK Liquid,lf,"(240, 167, 98)",29,0.59,0.94,75,6,104,240,167,98
RMK,rmk,RMK Liquid,lf,"(232, 164, 99)",29,0.57,0.91,73,6,105,232,164,99
RMK,rmk,RMK Liquid,lf,"(253, 220, 187)",30,0.26,0.99,90,6,201,253,220,187
RMK,rmk,RMK Liquid,lf,"(249, 200, 159)",27,0.36,0.98,84,6,202,249,200,159
RMK,rmk,RMK Liquid,lf,"(243, 192, 149)",27,0.39,0.95,82,6,203,243,192,149
RMK,rmk,RMK Liquid,lf,"(193, 118, 99)",12,0.49,0.76,58,6,Coffee Brown,193,118,99
Addiction,ad,The Foundation,tf,"(255, 220, 190)",28,0.25,1,90,6,001 Porcelain,255,220,190
Addiction,ad,The Foundation,tf,"(255, 216, 185)",27,0.27,1,89,6,002 Porcelain Rose,255,216,185
Addiction,ad,The Foundation,tf,"(253, 213, 180)",27,0.29,0.99,88,6,003 Cool Ivory,253,213,180
Addiction,ad,The Foundation,tf,"(253, 207, 173)",25,0.32,0.99,87,6,004 Ivory Rose,253,207,173
Addiction,ad,The Foundation,tf,"(253, 203, 166)",26,0.34,0.99,85,6,005 Nude Ivory,253,203,166
Addiction,ad,The Foundation,tf,"(252, 197, 158)",25,0.37,0.99,84,6,006 Cool Beige,252,197,158
Addiction,ad,The Foundation,tf,"(248, 191, 136)",29,0.45,0.97,82,6,007 Honey Beige,248,191,136
Addiction,ad,The Foundation,tf,"(243, 188, 134)",30,0.45,0.95,80,6,008 Pure Beige,243,188,134
Addiction,ad,The Foundation,tf,"(234, 177, 122)",29,0.48,0.92,77,6,009 Rose Beige,234,177,122
Addiction,ad,The Foundation,tf,"(233, 176, 121)",29,0.48,0.91,76,6,010 Almond Beige,233,176,121
Addiction,ad,The Foundation,tf,"(223, 170, 118)",30,0.47,0.87,74,6,011 Warm Sand,223,170,118
Addiction,ad,The Foundation,tf,"(221, 163, 118)",26,0.47,0.87,72,6,012 Sand,221,163,118
Addiction,ad,The Foundation,tf,"(218, 162, 114)",28,0.48,0.85,71,6,013 Golden Sand,218,162,114
Addiction,ad,The Foundation,tf,"(219, 158, 112)",26,0.49,0.86,70,6,014 Amber Rose,219,158,112
Addiction,ad,The Foundation,tf,"(214, 150, 104)",25,0.51,0.84,68,6,015 Amber,214,150,104
Addiction,ad,The Foundation,tf,"(195, 131, 85)",25,0.56,0.76,61,6,016 Soft Mocha,195,131,85
Addiction,ad,The Foundation,tf,"(195, 127, 78)",25,0.6,0.76,60,6,017 Mocha,195,127,78
Shu Uemera,su,Petal Skin Fluid,psf,"(233, 169, 134)",21,0.42,0.91,75,6,364 Medium Light Amber,233,169,134
Shu Uemera,su,Petal Skin Fluid,psf,"(250, 198, 161)",25,0.36,0.98,84,6,375 Light Amber,250,198,161
Shu Uemera,su,Petal Skin Fluid,psf,"(201, 158, 118)",29,0.41,0.79,68,6,554 Medium Sand,201,158,118
Shu Uemera,su,Petal Skin Fluid,psf,"(224, 170, 124)",28,0.45,0.88,74,6,564 Medium Light Sand,224,170,124
Shu Uemera,su,Petal Skin Fluid,psf,"(235, 192, 149)",30,0.37,0.92,81,6,574 Light Sand,235,192,149
Shu Uemera,su,Petal Skin Fluid,psf,"(249, 218, 189)",29,0.24,0.98,89,6,584 Fair Sand,249,218,189
Shu Uemera,su,Petal Skin Fluid,psf,"(175, 135, 73)",36,0.58,0.69,59,6,744 Moderate Beige,175,135,73
Shu Uemera,su,Petal Skin Fluid,psf,"(200, 154, 94)",34,0.53,0.78,67,6,754 Medium Beige,200,154,94
Shu Uemera,su,Petal Skin Fluid,psf,"(219, 171, 109)",34,0.5,0.86,73,6,764 Medium Light Beige,219,171,109
Shu Uemera,su,Petal Skin Fluid,psf,"(229, 191, 129)",37,0.44,0.9,80,6,774 Light Beige,229,191,129
Shu Uemera,su,Petal Skin Fluid,psf,"(244, 214, 164)",37,0.33,0.96,87,6,784 Fair Beige,244,214,164
Kate,ka,Secret Skin Maker Zero,ssm,"(247, 213, 187)",26,0.24,0.97,88,6,00,247,213,187
Kate,ka,Secret Skin Maker Zero,ssm,"(232, 183, 147)",25,0.37,0.91,78,6,01,232,183,147
Kate,ka,Secret Skin Maker Zero,ssm,"(220, 166, 126)",26,0.43,0.86,73,6,02,220,166,126
Kate,ka,Secret Skin Maker Zero,ssm,"(235, 189, 136)",32,0.42,0.92,80,6,03,235,189,136
Kate,ka,Secret Skin Maker Zero,ssm,"(209, 156, 114)",27,0.45,0.82,69,6,04,209,156,114
Kate,ka,Secret Skin Maker Zero,ssm,"(194, 134, 96)",23,0.51,0.76,61,6,05,194,134,96
IPSA,ip,Liquid Foundation,lf,"(237, 198, 159)",30,0.33,0.93,83,6,001,237,198,159
IPSA,ip,Liquid Foundation,lf,"(239, 201, 165)",29,0.31,0.94,84,6,100,239,201,165
IPSA,ip,Liquid Foundation,lf,"(236, 187, 154)",24,0.35,0.93,80,6,101,236,187,154
IPSA,ip,Liquid Foundation,lf,"(233, 180, 148)",23,0.36,0.91,78,6,102,233,180,148
IPSA,ip,Liquid Foundation,lf,"(231, 170, 141)",19,0.39,0.91,75,6,103,231,170,141
IPSA,ip,Liquid Foundation,lf,"(237, 192, 163)",24,0.31,0.93,81,6,201,237,192,163
Dior,di,Diorskin Forever,df,"(230, 198, 173)",26,0.25,0.9,82,6,010 Ivory,230,198,173
Dior,di,Diorskin Forever,df,"(231, 203, 172)",32,0.26,0.91,83,6,011 Cream,231,203,172
Dior,di,Diorskin Forever,df,"(237, 200, 175)",24,0.26,0.93,83,6,020 Light Beige,237,200,175
Dior,di,Diorskin Forever,df,"(226, 189, 162)",25,0.28,0.89,79,6,021 Linen,226,189,162
Dior,di,Diorskin Forever,df,"(228, 191, 154)",30,0.32,0.89,80,6,030 Medium Beige,228,191,154
Dior,di,Diorskin Forever,df,"(215, 169, 138)",24,0.36,0.84,73,6,040 Honey Beige,215,169,138
NARS,na,Velvet Matte,vm,"(250, 216, 167)",35,0.33,0.98,88,6,Terre Neuve,250,216,167
NARS,na,Velvet Matte,vm,"(239, 191, 153)",27,0.36,0.94,81,6,Finland,239,191,153
NARS,na,Velvet Matte,vm,"(246, 208, 161)",33,0.35,0.96,86,6,Terre Neuve,246,208,161
NARS,na,Velvet Matte,vm,"(236, 185, 140)",28,0.41,0.93,79,6,Alaska,236,185,140
NARS,na,Velvet Matte,vm,"(231, 171, 116)",29,0.5,0.91,75,6,Groenland,231,171,116
NARS,na,Velvet Matte,vm,"(230, 182, 133)",30,0.42,0.9,78,6,St. Moritz,230,182,133
NARS,na,Velvet Matte,vm,"(221, 158, 109)",26,0.51,0.87,71,6,Cuzco,221,158,109
NARS,na,Velvet Matte,vm,"(228, 170, 124)",27,0.46,0.89,74,6,Annapurna,228,170,124
NARS,na,Velvet Matte,vm,"(223, 165, 117)",27,0.48,0.87,73,6,Cuba,223,165,117
NARS,na,Velvet Matte,vm,"(218, 155, 90)",30,0.59,0.85,69,6,Malaga,218,155,90
NARS,na,Velvet Matte,vm,"(228, 163, 106)",28,0.54,0.89,72,6,Seychelles,228,163,106
NARS,na,Velvet Matte,vm,"(202, 138, 85)",27,0.58,0.79,63,6,Martinique,202,138,85
NARS,na,Velvet Matte,vm,"(206, 132, 64)",29,0.69,0.81,62,6,Polynesia,206,132,64
Lakmé,la,Invisible Finish,if,"(195, 157, 118)",30,0.39,0.76,68,7,01,195,157,118
Lakmé,la,Invisible Finish,if,"(188, 139, 99)",27,0.47,0.74,62,7,02,188,139,99
Lakmé,la,Invisible Finish,if,"(200, 143, 114)",20,0.43,0.78,65,7,03,200,143,114
Lakmé,la,Invisible Finish,if,"(222, 175, 145)",23,0.35,0.87,75,7,04,222,175,145
Colorbar,cb,Perfect Match,pm,"(205, 157, 119)",27,0.42,0.8,69,7,001 Classic Ivory,205,157,119
Colorbar,cb,Perfect Match,pm,"(236, 195, 165)",25,0.3,0.93,82,7,002 Nude Beige,236,195,165
Colorbar,cb,Perfect Match,pm,"(229, 174, 135)",25,0.41,0.9,76,7,003 Warm Beige,229,174,135
Bharat & Doris,bd,Liquid Foundation,lf,"(215, 172, 122)",32,0.43,0.84,73,7,Fair,215,172,122
Bharat & Doris,bd,Liquid Foundation,lf,"(215, 177, 130)",33,0.4,0.84,75,7,Fair Light,215,177,130
Bharat & Doris,bd,Liquid Foundation,lf,"(206, 156, 106)",30,0.49,0.81,68,7,Fair Medium 1,206,156,106
Bharat & Doris,bd,Liquid Foundation,lf,"(238, 198, 147)",34,0.38,0.93,83,7,Fair Medium 2,238,198,147
Bharat & Doris,bd,Liquid Foundation,lf,"(215, 196, 153)",42,0.29,0.84,80,7,Sand 1,215,196,153
